id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
61,Pédiatrie,SCN021,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 21)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
62,Pédiatrie,SCN021,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 21)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
63,Pédiatrie,SCN021,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 21)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
64,Gériatrie,SCN022,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 22)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
65,Gériatrie,SCN022,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 22)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
66,Gériatrie,SCN022,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 22)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
67,Urgence,SCN023,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 23)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
68,Urgence,SCN023,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 23)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
69,Urgence,SCN023,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 23)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
70,Santé mentale,SCN024,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 24)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
71,Santé mentale,SCN024,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 24)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
72,Santé mentale,SCN024,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 24)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
73,Obstétrique,SCN025,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 25)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
74,Obstétrique,SCN025,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 25)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
75,Obstétrique,SCN025,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 25)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
76,Chirurgie,SCN026,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 26)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
77,Chirurgie,SCN026,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 26)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
78,Chirurgie,SCN026,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 26)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
79,Soins palliatifs,SCN027,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 27)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
80,Soins palliatifs,SCN027,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 27)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
81,Soins palliatifs,SCN027,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 27)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
82,Oncologie,SCN028,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 28)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
83,Oncologie,SCN028,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 28)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
84,Oncologie,SCN028,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 28)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
85,Infectiologie,SCN029,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 29)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
86,Infectiologie,SCN029,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 29)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
87,Infectiologie,SCN029,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 29)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
88,Cardiologie,SCN030,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 30)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
89,Cardiologie,SCN030,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 30)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
90,Cardiologie,SCN030,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 30)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
91,Urgences / Soins critiques,OIIQ001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54 mmHg, FC 122/min, FR 26/min, lactate 4,2 mmol/L, confusion. Suspicion de sepsis d’origine pulmonaire. Accès IV installé, prélèvements en cours.",1,Quelle intervention prioritaire dans la première heure?,Débuter antibiothérapie IV à large spectre,Attendre tous les résultats microbiologiques,Donner antipyrétique seulement,Perfusion lente de cristalloïdes,A,Correct! Antibiothérapie IV précoce réduit la mortalité.,Ce choix retarde la prise en charge. Revoir : Surviving Sepsis – golden hour.
92,Urgences / Soins critiques,OIIQ001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54 mmHg, FC 122/min, FR 26/min, lactate 4,2 mmol/L, confusion. Suspicion de sepsis d’origine pulmonaire. Accès IV installé, prélèvements en cours.",2,Quel volume initial de bolus cristalloïdes recommander (poids 70 kg)?,350 mL,1 000 mL,2 100 mL,5 000 mL,C,Correct! 30 mL/kg ≈ 2 100 mL.,Le bolus initial recommandé est ~30 mL/kg. Revoir : Réanimation volémique du sepsis.
93,Pharmacologie / Calculs,OIIQ001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54 mmHg, FC 122/min, FR 26/min, lactate 4,2 mmol/L, confusion. Suspicion de sepsis d’origine pulmonaire. Accès IV installé, prélèvements en cours.",3,"Noradrénaline prescrite à 0,15 mcg/kg/min (70 kg). Préparation: 4 mg dans 50 mL (80 mcg/mL). Débit (mL/h) ?","7,9 mL/h","11,3 mL/h","5,0 mL/h","1,3 mL/h",A,"Correct! 0,15×70=10,5 mcg/min → ×60=630 mcg/h; préparation 80 mcg/mL → 630/80 ≈ 7,9 mL/h.",Revoir : Conversion mcg/kg/min en mL/h avec la concentration disponible.
94,Urgences / Soins critiques,OIIQ002,"M. R., 23 ans, DT1, nausées, vomissements, FR 28/min, haleine acétonique, glycémie capillaire 26 mmol/L, cétonurie +++, signes de déshydratation. Accès IV et prélèvements réalisés.",1,Quelle mesure initiale est prioritaire?,"Perfusion NaCl 0,9 % à débit rapide",Insuline IV bolus immédiat sans bilan,Restriction hydrique,Glucose PO,A,Correct! Réhydratation IV prioritaire en DKA.,Revoir : Priorités DKA – hydratation avant insulinothérapie.
95,Pharmacologie / Calculs,OIIQ002,"M. R., 23 ans, DT1, nausées, vomissements, FR 28/min, haleine acétonique, glycémie capillaire 26 mmol/L, cétonurie +++, signes de déshydratation. Accès IV et prélèvements réalisés.",2,Insuline régulière en pousse-seringue 1 U/mL prescrite à 6 U/h. Débit (mL/h) ?,6 mL/h,"0,6 mL/h",60 mL/h,1 mL/h,A,Correct! 6 U/h ÷ 1 U/mL = 6 mL/h.,Revoir : Conversion unités → mL/h pour perfusions d’insuline.
96,Médecine et chirurgie,OIIQ002,"M. R., 23 ans, DT1, nausées, vomissements, FR 28/min, haleine acétonique, glycémie capillaire 26 mmol/L, cétonurie +++, signes de déshydratation. Accès IV et prélèvements réalisés.",3,Quel paramètre indique l’amélioration clinique?,FR 30/min,Disparition de la cétonurie et amélioration de l’état mental,TA 90/60 mmHg,Glycémie 20 mmol/L,B,Correct! Normalisation de l’état neurologique et disparition des cétones.,"Revoir : Cibles de suivi dans la DKA (cétonurie, conscience)."
97,Médecine et chirurgie,OIIQ003,"Mme P., 72 ans, MPOC connue, dyspnée au repos, sibilances, SpO2 86% à l’air ambiant, expectorations épaisses. ATCD tabagisme. Température 38,1 °C.",1,Quelle intervention infirmière immédiate?,Oxygène bas débit titré,Oxygène 15 L/min systématique,Diurétiques IV,NPO strict,A,Correct! Oxygénothérapie titrée pour éviter la rétention de CO2.,Revoir : Oxygénothérapie chez les patients MPOC.
98,Communication et relation thérapeutique,OIIQ003,"Mme P., 72 ans, MPOC connue, dyspnée au repos, sibilances, SpO2 86% à l’air ambiant, expectorations épaisses. ATCD tabagisme. Température 38,1 °C.",2,Quel conseil éducatif est pertinent à court terme?,Stopper les fluides,Techniques d’expiration lèvres pincées,Exercices intenses,Aérosols à arrêter,B,Correct! L’expiration lèvres pincées améliore la ventilation.,Revoir : Éducation du patient MPOC – techniques respiratoires.
99,Périnatalité,OIIQ004,"Mme L., 30 ans, 1 h post-accouchement vaginal, saignement abondant, utérus mou, TA 88/50, FC 124. Ordonnance : ocytocine 20 UI dans 1000 mL NaCl 0,9 % à 120 mUI/min.",1,Intervention infirmière immédiate prioritaire?,Massage du fond utérin,Antalgique PO,Observation seule,Sondes gastric,A,Correct! Le massage traite l’atonie utérine.,Revoir : Prise en charge HPP – atonie utérine.
100,Pharmacologie / Calculs,OIIQ004,"Mme L., 30 ans, 1 h post-accouchement vaginal, saignement abondant, utérus mou, TA 88/50, FC 124. Ordonnance : ocytocine 20 UI dans 1000 mL NaCl 0,9 % à 120 mUI/min.",2,Calculez le débit de perfusion d’ocytocine (mL/h). (20 UI/1000 mL; 120 mUI/min),36 mL/h,120 mL/h,240 mL/h,360 mL/h,D,Correct! 20 UI=20 000 mUI → 20 mUI/mL; 120/20=6 mL/min → 360 mL/h.,Revoir : Conversion UI↔mUI et mL/h en périnatalité.
101,Pédiatrie,OIIQ005,"Nourrisson 10 kg, diarrhée aiguë 24 h, muqueuses sèches, fontanelle légèrement déprimée, perte de poids estimée 5%. L’enfant boit mais vomit occasionnellement.",1,Degré de déshydratation probable?,Légère (<3%),Modérée (3–9%),Sévère (>10%),Impossible à déterminer,B,Correct! Signes et perte de poids ~5% → modérée.,Revoir : Évaluation déshydratation pédiatrique.
102,Pharmacologie / Calculs,OIIQ005,"Nourrisson 10 kg, diarrhée aiguë 24 h, muqueuses sèches, fontanelle légèrement déprimée, perte de poids estimée 5%. L’enfant boit mais vomit occasionnellement.",2,Plan de réhydratation orale recommandé : 75 mL/kg sur 4 h. Quel débit horaire (mL/h) pour 10 kg?,95 mL/h,150 mL/h,188 mL/h,225 mL/h,C,"Correct! 75×10=750 mL en 4 h → 187,5 ≈ 188 mL/h.",Revoir : Protocoles SRO en pédiatrie.
103,Médecine et chirurgie,OIIQ006,"M. G., 72 ans, sous warfarine, saignements gingivaux; INR 6,1. Hémodynamiquement stable.",1,Conduite prioritaire?,Poursuivre warfarine,Arrêt temporaire et vitamine K,Doubler la dose,Attendre sans rien faire,B,Correct! INR très élevé avec saignements → vitamine K et arrêt temporaire.,Revoir : Gestion surdosage antivitamine K.
104,Gestion et organisation des soins,OIIQ006,"M. G., 72 ans, sous warfarine, saignements gingivaux; INR 6,1. Hémodynamiquement stable.",2,Surveillance prioritaire?,Signe d’hémorragie active,Sommeil,Appétit,Douleur chronique,A,Correct! Risque d’hémorragie majeure.,Revoir : Surveillance des saignements sous anticoagulants.
105,Périnatalité,OIIQ007,"Mme B., 34 SA, céphalées, phosphènes, TA 168/110, protéinurie +. Prescription : bolus de sulfate de magnésium 4 g sur 20 min, puis 1 g/h en entretien.",1,Complication à prévenir en priorité?,Hémorragie digestive,Éclampsie (convulsions),TVP,Hypoglycémie,B,Correct! Le risque convulsif est majeur.,Revoir : Prééclampsie/éclampsie – prévention.
106,Pharmacologie / Calculs,OIIQ007,"Mme B., 34 SA, céphalées, phosphènes, TA 168/110, protéinurie +. Prescription : bolus de sulfate de magnésium 4 g sur 20 min, puis 1 g/h en entretien.",2,"Flacon MgSO4 20% (200 mg/mL). Pour bolus 4 g sur 20 min, quel débit (mL/h)?",20 mL/h,40 mL/h,60 mL/h,120 mL/h,C,Correct! 4 000 mg/200=20 mL total; sur 20 min → 1 mL/min → 60 mL/h.,Revoir : Calcul perfusion MgSO4 en prééclampsie.
107,Urgences / Soins critiques,OIIQ008,"Jeune adulte, collision à haute vélocité, TA 82/48, peau froide, confusion, suspicion hémorragie interne. Arrivée en salle de choc.",1,Priorité selon l’algorithme ABC?,Évaluation neurologique détaillée d’abord,Assurer voie aérienne et oxygénation,Bilan complet douleur,Préparer repas,B,Correct! A-B-C : voie aérienne et oxygénation en premier.,Revoir : ABC du polytrauma.
108,Gestion et organisation des soins,OIIQ008,"Jeune adulte, collision à haute vélocité, TA 82/48, peau froide, confusion, suspicion hémorragie interne. Arrivée en salle de choc.",2,Organisation la plus appropriée?,Attendre sans rien faire,Activer code trauma et assigner rôles,Envoyer seul en imagerie,Déléguer à un seul intervenant,B,Correct! L’activation du code trauma coordonne l’équipe.,Revoir : Travail d’équipe et protocoles en trauma.
109,Santé mentale,OIIQ009,"M. T., 45 ans, tremblements, agitation, TA 160/96, sueurs 12 h après le dernier verre. ATCD : dépendance alcool.",1,Quel outil de surveillance utiliser?,Score de Glasgow,CIWA-Ar,APGAR,CAM-ICU,B,Correct! CIWA-Ar pour évaluer la sévérité du sevrage.,Revoir : Échelle CIWA-Ar et conduite en sevrage.
110,Médecine et chirurgie,OIIQ009,"M. T., 45 ans, tremblements, agitation, TA 160/96, sueurs 12 h après le dernier verre. ATCD : dépendance alcool.",2,Quelle vitamine est prioritaire pour prévenir une complication neurologique?,Vitamine C,Thiamine (B1),Vitamine D,Vitamine K,B,Correct! La thiamine prévient l’encéphalopathie de Wernicke.,Revoir : Supplémentation en B1 au sevrage alcoolique.
111,Gériatrie,OIIQ010,"Mme A., 92 ans, alitée, IMC 17, incontinence; rougeur sacrée persistante sans effraction cutanée.",1,Intervention prioritaire de prévention?,Massage vigoureux de la rougeur,Changement de position q2h,Restriction hydrique,Application d’alcool,B,Correct! Repositionnement fréquent pour réduire la pression.,Revoir : Prévention des plaies de pression en gériatrie.
112,Gestion et organisation des soins,OIIQ010,"Mme A., 92 ans, alitée, IMC 17, incontinence; rougeur sacrée persistante sans effraction cutanée.",2,Quel outil utiliser pour le risque d’escarres?,CIWA-Ar,EVA,Échelle de Braden,CHA2DS2-VASc,C,Correct! Braden évalue le risque de lésions de pression.,Revoir : Outils de dépistage du risque de plaies de pression.
113,Santé communautaire / Santé publique,OIIQ011,"Adolescent de 16 ans, partenaires multiples, rapports non protégés; demande de dépistage ITSS. Aucune symptomatologie aiguë.",1,Intervention la plus complète?,Dépistage uniquement,Éducation + dépistage + distribution de condoms,Remettre une brochure seulement,Reporter si asymptomatique,B,Correct! Approche intégrée : prévention et dépistage.,Revoir : Prévention ITSS et éducation à la santé.
114,Éthique et aspects légaux,OIIQ011,"Adolescent de 16 ans, partenaires multiples, rapports non protégés; demande de dépistage ITSS. Aucune symptomatologie aiguë.",2,Concernant la confidentialité au Québec?,Informer les parents automatiquement,Refuser l’accès aux soins,Respecter la confidentialité selon la loi,Publier les résultats,C,Correct! La confidentialité s’applique aux soins de santé sexuelle.,Revoir : Confidentialité et consentement chez les mineurs.
115,Chirurgie,OIIQ012,"Mme S., 44 ans, J1 post-op cholécystectomie laparoscopique, douleur 6/10, nausées, TA 128/74, FC 92, T 37,8 °C.",1,Quelle surveillance prioritaire?,Drain biliaire (quantité/couleur),Température horaire,Apports PO à volonté,Levée immédiate sans aide,A,Correct! Surveillance du drain et des signes complications biliaires.,Revoir : Soins post-op digestifs.
116,Pharmacologie / Calculs,OIIQ012,"Mme S., 44 ans, J1 post-op cholécystectomie laparoscopique, douleur 6/10, nausées, TA 128/74, FC 92, T 37,8 °C.",2,Hydromorphone 1 mg IV q4h PRN. Ampoule 2 mg/mL. Volume à administrer pour 1 dose?,"0,25 mL","0,5 mL",1 mL,2 mL,B,"Correct! 1 mg ÷ 2 mg/mL = 0,5 mL.",Revoir : Calcul de volume pour opioïdes IV.
117,Pédiatrie,OIIQ013,"Bébé 4 mois, tirage sous-costal, geignements, SpO2 89 % AA, apports PO diminués, FR 56/min.",1,Première intervention prioritaire?,Position ventrale,Oxygénothérapie,Antibiotique IV,Jeûne strict,B,Correct! Corriger l’hypoxémie en premier.,Revoir : Prise en charge bronchiolite.
118,Communication et relation thérapeutique,OIIQ013,"Bébé 4 mois, tirage sous-costal, geignements, SpO2 89 % AA, apports PO diminués, FR 56/min.",2,Conseil aux parents?,Arrêter toute alimentation 24 h,Fractionner les petits volumes,Donner du jus à volonté,Aucun suivi nécessaire,B,Correct! Petits volumes réduisent le travail respiratoire.,Revoir : Éducation parentale bronchiolite.
119,Médecine et chirurgie,OIIQ014,"M. L., 72 ans, OAP aigu : dyspnée au repos, crépitants bilatéraux, SpO2 84% AA, TA 168/92, FC 118.",1,Intervention prioritaire?,Position allongée,O2 haut débit,Anxiolytique PO,Boire de l’eau,B,Correct! Oxygénothérapie pour corriger l’hypoxémie.,Revoir : OAP – priorités immédiates.
120,Pharmacologie / Calculs,OIIQ014,"M. L., 72 ans, OAP aigu : dyspnée au repos, crépitants bilatéraux, SpO2 84% AA, TA 168/92, FC 118.",2,Furosémide 80 mg IV. Ampoule 10 mg/mL. Volume à préparer?,4 mL,6 mL,8 mL,10 mL,C,Correct! 80/10=8 mL.,Revoir : Calcul de volume des diurétiques.
121,Urgences / Soins critiques,OIIQ015,"M. S., 66 ans, dysarthrie, hémiparésie droite, installation < 90 min.",1,Action prioritaire?,Scanner cérébral sans délai,IRM demain,Observation seule,Antalgique et retour maison,A,Correct! Imagerie urgente avant traitement.,Revoir : AVC – fenêtre thérapeutique.
122,Communication et relation thérapeutique,OIIQ015,"M. S., 66 ans, dysarthrie, hémiparésie droite, installation < 90 min.",2,Message clé à la famille?,Le temps n’est pas un facteur,Chaque minute compte pour le cerveau,On verra demain,Il n’y a rien à faire,B,Correct! Rapidité = meilleur pronostic.,Revoir : Notion de time is brain.
